EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Hygiene,Safety Measures,Food Quality,Accommodation,Overall Satisfaction
2974,Aarav,Patel,4-Nov-22,,Production Technician I,Dawn Soto,kayla.peterson@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,6/2/1945,MA,Laborer,Female,1749,Black,Single,Fully Meets,5,Good,Poor,Good,Average,High
2975,Vivaan,Nair,14-Apr-21,22-Jun-22,Production Technician I,Kayla Reyes,bradley j.knapp@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Voluntary,Work around personal cover reflect including.,Production       ,Billable Consultants,17-06-1948,MA,Engineer,Male,1721,Asian,Married,Fully Meets,4,Average,Average,Average,Good,Medium
2976,Kiara,Nanda,13-Aug-21,12-Oct-21,Production Technician I,Jesse Bell,richard.newman@bilearner.com,TNS,Leave of Absence,Full-Time,Zone A,Temporary,Involuntary,Can end hear discuss.,Production       ,Field Operations,19-01-1992,MA,Laborer,Male,2136,Hispanic,Divorced,Fully Meets,1,Average,Average,Poor,Poor,High
2977,Aditya,Iyer,28-Aug-20,,Production Technician II,Phillip Hoffman,benjamin.burkett@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Yard (Material Handling),10/12/1987,MA,Supervisor,Male,1890,Black,Divorced,Fully Meets,2,Average,Average,Good,Good,Low
2978,Ayaan,Rao,16-Aug-22,,Production Technician I,Jeremy Taylor,sam.athwal@bilearner.com,CCDR,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Yard (Material Handling),11/9/1981,MA,Supervisor,Male,2199,Hispanic,Divorced,Fully Meets,4,Good,Poor,Poor,Good,Medium
2979,Aarohi,Nair,26-Feb-22,,Production Technician I,Jeremy Lucas,lauren.mahoney@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,16-06-2001,MA,Laborer,Female,2189,Other,Widowed,Fully Meets,2,Poor,Good,Average,Good,Medium
2980,Aarav,Joshi,30-Dec-19,,Production Technician I,Donna Mills,theresa.tinto@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,General - Con,9/9/1957,MA,Technician,Female,1876,Hispanic,Divorced,Fully Meets,2,Poor,Poor,Poor,Poor,Medium
2981,Kiara,Mehta,23-Jul-22,6-Mar-23,Production Technician I,Travis Andrade,caroline.cierpiszewski@bilearner.com,TNS,Active,Part-Time,Zone B,Full-Time,Voluntary,Truth young just behind social.,Production       ,Aerial,25-12-1979,MA,Foreman,Female,2044,Black,Single,Fully Meets,1,Good,Average,Poor,Average,Medium
2982,Reyansh,Gupta,14-Oct-18,,Production Technician II,Kathy Hart,tanya.foreman@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,24-01-1952,MA,Technician,Female,2170,Other,Married,Fully Meets,2,Average,Average,Good,Poor,Low
2983,Navya,Kapoor,20-Feb-21,,Production Technician II,Jeremy Alexander,roger.walker@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Splicing,15-04-1962,MA,Lineman,Male,2459,Hispanic,Widowed,Fully Meets,2,Good,Good,Poor,Average,Low
2984,Aarohi,Kumar,28-Mar-20,21-Nov-20,Production Technician II,Patricia Lowe,tayana.jeannite@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Voluntary,Skill door others out marriage cut.,Production       ,Engineers,3/4/1975,MA,Engineer,Female,1821,Black,Divorced,Fully Meets,5,Good,Poor,Good,Average,High
2985,Ananya,Nair,5-Feb-19,10-Jul-20,Production Technician I,Catherine Rodriguez,anthony.heitzman@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Retirement,During administration billion.,Production       ,General - Sga,17-09-1970,MA,Supervisor,Male,2149,Hispanic,Married,Fully Meets,1,Good,Average,Average,Average,Medium
2986,Sai,Nair,19-Apr-23,,Production Technician I,Melinda Davidson,violeta.ferreira@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Eng,11/1/1971,MA,Coordinator,Female,2176,Asian,Single,Fully Meets,1,Average,Good,Poor,Poor,High
2987,Vihaan,Das,24-Sep-20,,Production Technician I,Nicholas Smith,geoff.dickinson@bilearner.com,TNS,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Shop (Fleet),20-02-1966,MA,Welder,Male,2180,Other,Single,Fully Meets,4,Good,Average,Average,Good,Low
2988,Vivaan,Das,14-Nov-20,15-Jan-23,Production Technician I,Monica Cochran,justice.gentry@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Resignation,Amount particular answer show.,Production       ,General - Con,18-01-1972,MA,Lineman,Male,85255,Hispanic,Married,Fully Meets,1,Average,Good,Average,Good,Medium
2989,Navya,Verma,16-Sep-21,,Production Technician I,Brenda Duncan,kason.kramer@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Unk,,Production       ,Engineers,26-05-1942,MA,Project Manager,Female,75699,Hispanic,Widowed,Fully Meets,4,Good,Good,Poor,Good,Low
2990,Meera,Joshi,21-Apr-19,,Production Technician I,Wesley Pearson,alfredo.perry@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,28-05-1999,MA,Laborer,Female,64116,White,Single,Fully Meets,2,Poor,Poor,Good,Good,High
2991,Ishaan,Reddy,13-Mar-20,,Production Technician I,Daniel Rowe,skyler.drake@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,17-03-1999,MA,Technician,Female,5676,White,Single,Exceeds,2,Good,Average,Average,Good,Low
2992,Ishaan,Das,16-Apr-22,20-Apr-23,Production Technician I,Brittney Stone,moshe.copeland@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Resignation,Example see table the.,Production       ,Field Operations,18-10-1973,MA,Laborer,Female,59966,Asian,Married,Fully Meets,4,Good,Poor,Average,Poor,Medium
2993,Navya,Mehta,18-Mar-19,23-Nov-22,Production Technician I,Pamela Suarez,harley.nunez@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Involuntary,Risk test morning lawyer.,Production       ,General - Con,7/1/1946,MA,Technician,Male,81311,White,Widowed,Fully Meets,4,Poor,Average,Poor,Poor,Medium
2994,Navya,Reddy,18-Feb-22,,Production Technician I,Tiffany Smith,sammy.walter@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Engineers,10/5/1953,MA,Engineer,Male,14098,Other,Married,Fully Meets,4,Average,Poor,Poor,Poor,High
2995,Reyansh,Rao,3-Sep-18,29-Nov-18,Production Technician I,Jason Huber,ronnie.haas@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Resignation,Training party upon.,Production       ,General - Con,17-10-1954,MA,Technician,Male,43823,Other,Single,Needs Improvement,4,Average,Average,Poor,Poor,Medium
2996,Kiara,Reddy,15-Jun-22,16-Aug-22,Production Technician I,Zachary Hill,kira.robertson@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Involuntary,Tv fact life everybody picture case.,Production       ,General - Con,30-09-1989,MA,Locator,Female,30175,Other,Widowed,Fully Meets,4,Good,Poor,Poor,Poor,Low
2997,Kiara,Rao,14-Feb-22,,Production Technician I,Danny Young,jaqueline.ford@bilearner.com,EW,Active,Contract,Zone B,Part-Time,Unk,,Production       ,General - Con,30-06-1985,MA,Operator,Female,14649,Other,Married,Fully Meets,2,Poor,Good,Poor,Poor,Low
2998,Kiara,Patel,9-Jul-23,,Production Technician I,Kenneth Huff,trace.cherry@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,2/6/1968,MA,Groundman,Male,19677,White,Widowed,Needs Improvement,1,Average,Average,Poor,Poor,Low
2999,Vivaan,Kapoor,28-Oct-18,4-Aug-19,Production Technician I,Charles Brock,travis.cardenas@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Voluntary,Dream return commercial. Gas will interview.,Production       ,Field Operations,16-03-1970,MA,Project Manager,Male,3588,Asian,Divorced,Fully Meets,2,Good,Average,Good,Good,Low
3000,Myra,Iyer,9-Jul-22,,Production Technician I,Lori Morton,reyna.hicks@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Isp,27-09-1973,MA,Technician,Male,52789,Other,Single,Fully Meets,1,Poor,Good,Average,Average,High
3001,Aditya,Sharma,27-Sep-18,12-Dec-22,Production Technician I,Thomas Nguyen,trent.sandoval@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Retirement,Pick memory station mother process election.,Production       ,General - Con,15-10-1942,MA,Laborer,Male,5140,Asian,Widowed,Fully Meets,5,Average,Poor,Good,Poor,Low
3002,Ayaan,Patel,27-Oct-20,,Production Technician II,Miss Angel Elliott,reginald.dougherty@bilearner.com,BPC,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,16-05-1991,MA,Laborer,Female,55498,White,Widowed,Fully Meets,2,Average,Average,Good,Average,High
3003,Ishaan,Yadav,1-Oct-21,,Production Technician II,Dwayne Johnson,paul.greer@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,31-08-1990,MA,Groundman,Female,40722,Other,Single,Fully Meets,5,Poor,Average,Poor,Poor,Low
3004,Krishna,Singh,29-Aug-19,19-Jun-22,Production Technician II,Lisa Walters,tiara.velez@bilearner.com,EW,Active,Full-Time,Zone B,Full-Time,Retirement,Most since article thousand.,Production       ,General - Con,24-01-1996,MA,Laborer,Female,77466,Asian,Divorced,Fully Meets,5,Poor,Poor,Average,Poor,High
3005,Arjun,Mehta,29-Dec-20,,Production Technician II,Brandon Coleman,mareli.wilson@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,20-01-1943,MA,Technician,Female,57657,Hispanic,Widowed,Fully Meets,2,Poor,Good,Good,Good,Low
3006,Meera,Verma,4-Oct-22,,Production Technician II,Michael Smith,efrain.underwood@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,26-07-1968,MA,Laborer,Female,88958,Asian,Single,Fully Meets,1,Poor,Poor,Poor,Average,Low
3007,Krishna,Iyer,21-Mar-19,25-Sep-22,Production Technician II,Gabriela Boyd,madeline.powell@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Resignation,Stock professor pattern turn attention news.,Production       ,General - Con,13-10-1949,MA,Technician,Female,22812,Black,Married,Fully Meets,2,Good,Poor,Poor,Good,High
3008,Vivaan,Kumar,3-Apr-20,27-Dec-21,Production Technician II,Kevin Robertson,alfred.goodman@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Involuntary,Stuff campaign any huge you kid cup.,Production       ,General - Sga,6/3/1977,MA,Construction Manager,Female,96960,Black,Widowed,Fully Meets,4,Poor,Poor,Average,Good,Medium
3009,Navya,Nair,2-Jun-19,14-Jul-21,Production Technician I,Tony Moyer,aracely.kelly@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Resignation,Avoid so despite. Risk bill cause school off.,Production       ,Billable Consultants,1/5/1997,MA,Engineer,Male,14887,White,Married,Fully Meets,2,Average,Average,Good,Average,Medium
3010,Arjun,Mehta,31-May-19,4-Sep-20,Production Technician I,Heidi Ruiz,morgan.velazquez@bilearner.com,MSC,Leave of Absence,Part-Time,Zone C,Temporary,Retirement,Billion provide season another.,Production       ,General - Con,15-03-1947,MA,Flagger,Male,33080,Other,Married,Fully Meets,1,Average,Good,Good,Good,Medium
3011,Kiara,Bansal,6-Jan-20,4-May-20,Production Technician I,Valerie Gallagher,isla.becker@bilearner.com,TNS,Leave of Absence,Part-Time,Zone A,Full-Time,Involuntary,Affect organization we organization well sense.,Production       ,Engineers,11/2/1954,MA,Engineer,Female,51348,Hispanic,Widowed,Fully Meets,5,Good,Good,Good,Poor,High
3012,Aarav,Iyer,19-Aug-18,18-Feb-21,Production Technician I,Walter Sanchez,scott.sanford@bilearner.com,BPC,Leave of Absence,Contract,Zone A,Temporary,Retirement,Room force them drop catch. Consumer why rock.,Production       ,General - Sga,28-05-1950,MA,Manager,Female,3143,Asian,Single,Exceeds,1,Average,Poor,Poor,Poor,Medium
3013,Ishaan,Iyer,18-May-19,,Production Technician I,Misty Preston,deja.ritter@bilearner.com,CCDR,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Splicing,25-03-1982,MA,Splicer,Female,35422,Asian,Widowed,PIP,1,Average,Average,Average,Poor,Medium
3014,Kiara,Das,23-Nov-22,9-Dec-22,Production Technician I,Danielle Long,amelia.gamble@bilearner.com,EW,Active,Contract,Zone B,Temporary,Resignation,Bring guy religious week second technology.,Production       ,Field Operations,17-07-1967,MA,Flagger,Male,81914,Hispanic,Single,PIP,2,Poor,Poor,Average,Poor,High
3015,Sai,Patel,2-Dec-20,,Production Technician I,Michael Hendricks,pranav.middleton@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Sga,14-06-1976,MA,Clerk,Male,56005,Hispanic,Single,PIP,2,Average,Average,Good,Poor,Medium
3016,Arjun,Gupta,5-Jan-22,,Production Technician I,Ashley Hill,moshe.hunter@bilearner.com,NEL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Finance & Accounting,2/7/2000,MA,Accounting,Male,19295,Black,Widowed,PIP,4,Good,Average,Poor,Good,Medium
3017,Kiara,Gupta,16-Apr-23,4-Aug-23,Production Technician I,Douglas Washington,arjun.gibson@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Voluntary,Money few season own goal social.,Production       ,Field Operations,12/12/1994,MA,Laborer,Female,89360,Other,Divorced,PIP,5,Poor,Average,Good,Good,Medium
3018,Navya,Nanda,10-Oct-20,23-Jun-23,Production Technician I,John Jordan,alaina.jenkins@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Retirement,Thank person level north none analysis its.,Production       ,Project Management - Con,13-06-1974,MA,Manager,Female,77355,Black,Widowed,PIP,2,Poor,Average,Average,Poor,High
3019,Vivaan,Gupta,15-Apr-22,4-Jul-23,Production Technician I,Thomas Humphrey,elyse.morrow@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,Voluntary,Create budget ground foot action note may.,Production       ,Finance & Accounting,21-09-1979,MA,Administrative,Female,26467,Asian,Married,PIP,2,Good,Good,Poor,Poor,High
3020,Krishna,Verma,25-Jul-23,,Production Technician I,Paula Perez,lincoln.brady@bilearner.com,TNS,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,7/1/1944,MA,Technician,Male,8903,Black,Widowed,PIP,2,Poor,Average,Good,Good,Medium
3021,Aarav,Rao,31-Aug-20,,Production Technician I,Scott Torres,allisson.braun@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Unk,,Production       ,Wireline Construction,14-05-1987,MA,Administrative,Male,95247,Other,Single,PIP,2,Poor,Average,Good,Average,Medium
3022,Saanvi,Rana,10-Oct-18,17-May-20,Production Technician I,Miguel Rodgers,leonel.chang@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Retirement,In business challenge rock environment.,Production       ,Splicing,16-07-1976,MA,Laborer,Male,23955,Other,Married,PIP,1,Good,Poor,Poor,Good,High
3023,Aadhya,Verma,15-Jan-19,3-Apr-21,Production Technician II,Grant Brooks,marshall.lucas@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Retirement,Personal themselves institution record.,Production       ,General - Con,30-01-1958,MA,Technician,Female,46410,Black,Widowed,PIP,2,Poor,Poor,Average,Good,Medium
3024,Reyansh,Nair,26-Dec-21,,Production Technician II,Kristina Jackson,haiden.scott@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Project Management - Con,28-03-1962,MA,Supervisor,Female,51804,Hispanic,Widowed,Fully Meets,2,Good,Good,Poor,Good,High
3025,Myra,Rana,23-May-22,,Production Technician II,Melissa Stuart,kyan.miranda@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Unk,,Production       ,Project Management - Con,29-03-1999,MA,Technician,Female,10677,Black,Married,Fully Meets,1,Good,Poor,Good,Good,Medium
3026,Reyansh,Sharma,23-Aug-22,,Production Technician II,Deborah Lopez,ayanna.garrison@bilearner.com,EW,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Project Management - Con,5/8/1943,MA,Lineman,Female,80801,Asian,Divorced,Fully Meets,2,Average,Average,Good,Good,High
3027,Sai,Verma,27-May-23,28-Jul-23,Production Technician II,Erin George,alan.woods@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Voluntary,Me who grow similar realize.,Production       ,General - Eng,8/5/1943,MA,Administrative,Female,7984,White,Single,Fully Meets,5,Average,Poor,Good,Average,Low
3028,Saanvi,Bansal,10-Aug-18,25-Jul-21,Production Technician II,Brian Green,teagan.phelps@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone B,Temporary,Resignation,Whether give voice pull make.,Production       ,Engineers,2/5/2000,MA,Engineer,Female,32254,Asian,Married,Fully Meets,2,Poor,Good,Good,Poor,Low
3029,Krishna,Yadav,24-Oct-21,3-Feb-23,Production Technician II,Tommy Lee,malachi.burnett@bilearner.com,PL,Active,Contract,Zone C,Full-Time,Voluntary,Fire necessary sing first traditional.,Production       ,Finance & Accounting,14-06-1959,MA,Clerk,Female,5819,Asian,Widowed,Fully Meets,4,Poor,Poor,Average,Poor,High
3030,Diya,Iyer,5-Jul-22,3-Jan-23,Production Technician II,Kevin Davis,kadin.mcdowell@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,Left she before though finally.,Production       ,Wireline Construction,10/8/1953,MA,Laborer,Female,51064,White,Single,Fully Meets,1,Good,Poor,Average,Average,Low
3031,Ayaan,Kumar,22-Jan-22,3-Mar-23,Production Technician I,Jamie Anderson,reed.brandt@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Resignation,Enough final gun case.,Production       ,Project Management - Con,13-07-1960,MA,Supervisor,Male,88435,Asian,Married,Fully Meets,1,Poor,Good,Good,Poor,Medium
3032,Vivaan,Rana,27-Mar-23,23-Jul-23,Production Technician I,Maria Hall,cristofer.schwartz@bilearner.com,EW,Leave of Absence,Part-Time,Zone A,Full-Time,Voluntary,Market effect Mrs owner.,Production       ,General - Con,10/11/1941,MA,Supervisor,Male,48042,Asian,Married,Fully Meets,2,Good,Good,Average,Poor,High
3033,Reyansh,Nair,26-Aug-19,9-Mar-22,Production Technician I,Bryan Clark,jaelynn.salazar@bilearner.com,MSC,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,Stay word behavior financial.,Production       ,Engineers,17-03-1946,MA,Field Project Manager,Male,54212,White,Divorced,Fully Meets,2,Good,Average,Average,Poor,High
3034,Meera,Mehta,16-Oct-21,,Production Technician I,Brandy Rivera,macie.hayes@bilearner.com,TNS,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,4/5/1967,MA,Foreman,Female,26202,White,Single,Fully Meets,2,Poor,Poor,Average,Average,Medium
3035,Saanvi,Nair,14-Jun-19,,Production Technician I,Kenneth Parker,rodney.snow@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Unk,,Production       ,Engineers,14-09-1950,MA,Director,Female,33464,Other,Divorced,Fully Meets,1,Good,Average,Good,Average,Medium
3036,Ananya,Rao,5-Jul-20,,Production Technician I,Barbara Perkins,reece.potts@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Technology / It,28-06-1957,MA,Administrator,Female,94333,White,Widowed,Fully Meets,2,Average,Poor,Poor,Poor,High
3037,Ishaan,Gupta,2-Mar-20,,Production Technician I,Lindsey Martin,catalina.eaton@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,6/10/1989,MA,Director,Male,38200,Asian,Married,Fully Meets,4,Poor,Poor,Poor,Poor,Medium
3038,Diya,Sharma,11-Nov-20,28-Apr-21,Production Technician I,David Stark,heidi.manning@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Involuntary,Enough note majority positive catch trip.,Production       ,Field Operations,20-08-1955,MA,Laborer,Male,76217,White,Divorced,Fully Meets,2,Average,Average,Poor,Poor,High
3039,Ananya,Nanda,22-Dec-19,,Production Technician I,Evan Hernandez,marquis.johns@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Unk,,Production       ,Project Management - Con,24-03-1966,MA,Supervisor,Female,91829,Other,Single,Fully Meets,5,Poor,Poor,Good,Good,Medium
3040,Myra,Gupta,14-Dec-20,,Production Technician I,Caleb Floyd Jr.,areli.torres@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,1/2/1984,MA,Groundman,Female,31946,White,Divorced,Fully Meets,5,Good,Poor,Average,Good,High
3041,Aarohi,Iyer,20-Jun-20,,Production Technician I,Brandon Atkinson,rey.morton@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Unk,,Production       ,General - Con,22-04-2000,MA,Laborer,Female,2308,White,Single,Fully Meets,2,Poor,Poor,Average,Good,Medium
3042,Aadhya,Rao,9-Jun-23,12-Jul-23,Production Technician I,Alisha Ramirez,deven.gillespie@bilearner.com,EW,Active,Contract,Zone B,Temporary,Resignation,Man fall nature back church.,Production       ,Fielders,24-06-1961,MA,Engineer,Female,44194,White,Widowed,Exceeds,4,Average,Good,Good,Average,Medium
3043,Ananya,Ghosh,25-Sep-22,,Production Technician I,Caroline Duffy,rowan.gilbert@bilearner.com,MSC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Catv,6/3/1963,MA,Supervisor,Male,48124,Black,Widowed,Exceeds,2,Good,Average,Good,Poor,Low
3044,Vivaan,Gupta,26-Aug-20,30-Dec-20,Production Technician I,Charles Dean,cullen.ruiz@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Retirement,Structure play my piece partner them.,Production       ,General - Con,27-02-1966,MA,Laborer,Male,16165,White,Single,Exceeds,2,Poor,Good,Poor,Average,Low
3045,Diya,Ghosh,28-Aug-19,,Production Technician I,Nicholas Duncan,kamron.goodwin@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,General - Eng,10/2/1968,MA,Engineer,Male,64494,Other,Single,Exceeds,2,Poor,Average,Poor,Average,Low
3046,Aadhya,Rao,2-Jun-23,9-Jul-23,Production Technician II,Anna Davidson,claudia.melton@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Resignation,Organization north interview simply return.,Production       ,Wireline Construction,5/6/1983,MA,Supervisor,Female,85307,Other,Single,Exceeds,4,Poor,Average,Good,Average,Medium
3047,Ira,Nair,12-Sep-18,,Production Technician II,Micheal Merritt,francesca.lowe@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Engineers,3/10/1965,MA,Administrative,Female,33237,White,Married,Exceeds,5,Average,Poor,Poor,Poor,High
3048,Sai,Verma,15-Jul-23,,Production Technician II,Jeffrey Espinoza,violet.horn@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Isp,13-03-1978,MA,Apprentice,Female,34381,White,Married,Fully Meets,2,Average,Average,Average,Good,Medium
3049,Ira,Joshi,2-Jul-23,25-Jul-23,Production Technician II,Joshua Diaz,carlie.wagner@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Involuntary,Congress foot television team.,Production       ,General - Con,12/5/1948,MA,Laborer,Female,96062,Asian,Married,Fully Meets,4,Poor,Good,Good,Poor,Low
3050,Myra,Singh,10-Feb-20,,Production Technician II,Joshua Hunt,harmony.pruitt@bilearner.com,PL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Splicing,22-09-1970,MA,Splicer,Female,78746,White,Single,Fully Meets,4,Good,Good,Good,Poor,Medium
3051,Arjun,Nair,27-Aug-21,1-May-22,Production Technician II,Alex Holt,briley.huerta@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone B,Temporary,Voluntary,Onto site natural situation wear.,Production       ,Underground,13-02-1972,MA,Lineman,Female,96336,Asian,Widowed,Fully Meets,5,Good,Good,Average,Average,Low
3052,Sai,Verma,25-Jan-20,5-Feb-23,Production Technician II,Ralph Delgado,ean.barajas@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Involuntary,Than me read environment hour goal memory.,Production       ,General - Sga,9/6/1948,MA,Project Coordinator,Female,60154,White,Single,Fully Meets,5,Average,Average,Average,Average,Low
3053,Kiara,Das,26-Mar-20,8-Oct-21,Production Technician II,Rodney Burch,dayana.gregory@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Resignation,Chance summer fear usually.,Production       ,General - Con,4/1/1958,MA,Lineman,Female,34734,Asian,Widowed,Fully Meets,2,Good,Good,Average,Average,High
3054,Meera,Gupta,23-Oct-20,,Production Technician I,Joseph Norris,zaniyah.mccarthy@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,26-10-1949,MA,Laborer,Male,59668,White,Married,Fully Meets,1,Average,Average,Poor,Good,High
3055,Kiara,Iyer,27-Dec-20,7-Dec-21,Production Technician I,Anthony Guerrero,matthias.simon@bilearner.com,EW,Leave of Absence,Part-Time,Zone A,Part-Time,Retirement,Politics plant at far trade sense.,Production       ,Field Operations,4/11/1987,MA,Technician,Male,83604,Other,Divorced,Fully Meets,2,Poor,Good,Good,Good,Low
3056,Meera,Verma,21-Jun-22,,Production Technician I,Brittany Johnson,lyric.butler@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Wireless,29-10-1943,MA,Manager,Female,56056,Other,Divorced,Fully Meets,5,Average,Good,Poor,Good,Low
3057,Meera,Yadav,9-Nov-22,9-Jul-23,Production Technician I,Richard Contreras,bridger.duran@bilearner.com,TNS,Leave of Absence,Full-Time,Zone A,Temporary,Retirement,Social operation specific personal matter beyond.,Production       ,General - Con,1/2/1988,MA,Laborer,Female,58387,Black,Divorced,Fully Meets,4,Average,Average,Average,Poor,Medium
3058,Meera,Iyer,11-Feb-19,30-Jul-20,Production Technician I,Shelia Goodwin,amirah.cline@bilearner.com,PYZ,Leave of Absence,Part-Time,Zone A,Temporary,Involuntary,Loss sense above charge part describe.,Production       ,Yard (Material Handling),19-08-1965,MA,Coordinator,Male,93290,Asian,Divorced,Fully Meets,1,Poor,Good,Poor,Average,Low
3059,Aadhya,Joshi,28-Mar-21,,Production Technician I,James Walker,izaiah.gallagher@bilearner.com,WBL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Project Management - Con,5/8/1972,MA,Coordinator,Female,73253,White,Widowed,Fully Meets,1,Good,Poor,Average,Poor,Medium
3060,Ira,Mehta,29-Aug-20,,Production Technician I,Patrick Martinez,marcelo.galvan@bilearner.com,NEL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Yard (Material Handling),3/1/1951,MA,Coordinator,Male,13893,Asian,Widowed,Fully Meets,2,Average,Average,Poor,Good,Low
3061,Kiara,Joshi,3-Jan-23,5-Aug-23,Production Technician I,Brandon Hernandez,kaylynn.odom@bilearner.com,PL,Active,Part-Time,Zone C,Full-Time,Resignation,Sister thought loss hotel eight realize.,Production       ,Wireline Construction,26-09-1956,MA,Foreman,Male,51434,Other,Married,Fully Meets,4,Average,Average,Poor,Average,High
3062,Vihaan,Kumar,28-Nov-22,,Production Technician I,Courtney Poole,oliver.dalton@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,General - Con,16-11-1987,MA,Supervisor,Female,71004,Asian,Divorced,Fully Meets,1,Poor,Average,Average,Good,High
